Dia/Sem;Dia;Local;Categoria;Dispositivo;Receita de produto;Receita de frete;Despesa de Frete;Qtd de pedidos;%Margem do produto;
Dom;12/fev;Região V;B;3;0;0;0;0;0%;
Seg;13/fev;Região V;B;3;0;0;0;0;0%;
Ter;14/fev;Região V;B;3;3.972;502;592;4;19%;
Qua;15/fev;Região V;B;3;0;0;0;0;0%;
Qui;16/fev;Região V;B;3;0;0;0;0;0%;
Sex;17/fev;Região V;B;3;0;0;0;0;0%;
Sáb;18/fev;Região V;B;3;0;0;0;0;0%;
Dom;19/fev;Região V;B;3;0;0;0;0;0%;
Seg;20/fev;Região V;B;3;0;0;0;0;0%;
Ter;21/fev;Região V;B;3;0;0;0;0;0%;
Qua;22/fev;Região V;B;3;0;0;0;0;0%;
Qui;23/fev;Região V;B;3;0;0;0;0;0%;
Sex;24/fev;Região V;B;3;0;0;0;0;0%;
Sáb;25/fev;Região V;B;3;0;0;0;0;0%;
Dom;26/fev;Região V;B;3;0;0;0;0;0%;
Seg;27/fev;Região V;B;3;0;0;0;0;0%;
Ter;28/fev;Região V;B;3;0;0;0;0;0%;
Qua;01/mar;Região V;B;3;0;0;0;0;0%;
Qui;02/mar;Região V;B;3;0;0;0;0;0%;
Sex;03/mar;Região V;B;3;0;0;0;0;0%;
Sáb;04/mar;Região V;B;3;0;0;0;0;0%;
Dom;05/mar;Região V;B;3;0;0;0;0;0%;
Seg;06/mar;Região V;B;3;0;0;0;0;0%;
Ter;07/mar;Região V;B;3;0;0;0;0;0%;
Qua;08/mar;Região V;B;3;0;0;0;0;0%;
Qui;09/mar;Região V;B;3;0;0;0;0;0%;
Sex;10/mar;Região V;B;3;0;0;0;0;0%;
Sáb;11/mar;Região V;B;3;3.407;795;832;4;21%;
Dom;12/mar;Região V;B;3;0;0;0;0;0%;
Seg;13/mar;Região V;B;3;0;0;0;0;0%;
Qui;05/jan;região I;C;1;3.630.726;44.018;214.351;3211;2%;
Sex;06/jan;região I;C;1;1.941.444;24.246;112.151;1944;8%;
Sáb;07/jan;região I;C;1;1.391.829;19.292;85.676;1355;9%;
Dom;08/jan;região I;C;1;1.135.861;14.710;73.059;1151;9%;
Seg;09/jan;região I;C;1;1.911.003;23.683;110.868;1671;8%;
Ter;10/jan;região I;C;1;2.813.400;32.706;180.693;2630;5%;
Qua;11/jan;região I;C;1;3.354.838;39.910;211.689;3276;3%;
Qui;12/jan;região I;C;1;2.834.567;36.216;185.503;2429;3%;
Sex;13/jan;região I;C;1;1.721.038;22.495;121.496;1582;4%;
Sáb;14/jan;região I;C;1;1.457.363;19.804;88.586;1190;3%;
Dom;15/jan;região I;C;1;1.203.615;22.821;70.850;1047;5%;
Seg;16/jan;região I;C;1;2.231.149;36.641;134.820;2041;4%;
Ter;17/jan;região I;C;1;2.147.601;37.676;140.370;2237;7%;
Qua;18/jan;região I;C;1;2.146.797;34.629;143.006;2229;6%;
Qui;19/jan;região I;C;1;1.760.080;30.112;108.959;1682;6%;
Sex;20/jan;região I;C;1;2.899.569;47.399;189.192;2687;6%;
Sáb;21/jan;região I;C;1;2.144.016;29.843;132.043;1913;6%;
Dom;22/jan;região I;C;1;1.820.994;26.575;120.791;1709;8%;
Seg;23/jan;região I;C;1;2.358.627;34.782;145.715;2283;9%;
Ter;24/jan;região I;C;1;3.386.618;41.768;201.374;2787;8%;
Qua;25/jan;região I;C;1;3.862.821;46.657;233.786;3138;6%;
Qui;26/jan;região I;C;1;3.481.572;43.284;227.255;2914;4%;
Sex;27/jan;região I;C;1;2.616.776;36.529;160.319;2341;5%;
Sáb;28/jan;região I;C;1;2.018.193;24.760;129.827;1690;3%;
Dom;29/jan;região I;C;1;1.718.263;22.819;114.832;1659;4%;
Seg;30/jan;região I;C;1;3.044.801;38.404;200.463;2941;5%;
Ter;31/jan;região I;C;1;1.868.765;26.664;116.244;1887;8%;
Qua;01/fev;região I;C;1;3.084.203;38.804;197.361;3003;6%;
Qui;02/fev;região I;C;1;2.910.511;35.112;197.624;2849;5%;
Sex;03/fev;região I;C;1;2.827.819;37.281;189.947;2768;4%;
Sáb;04/fev;região I;C;1;1.105.456;13.730;71.473;943;10%;
Dom;05/fev;região I;C;1;1.105.965;14.111;78.261;982;11%;
Seg;06/fev;região I;C;1;2.325.120;29.829;156.676;2168;11%;
Ter;07/fev;região I;C;1;2.037.905;26.143;134.151;2148;10%;
Qua;08/fev;região I;C;1;2.334.419;29.930;155.574;2202;11%;
Qui;09/fev;região I;C;1;3.892.140;33.738;256.681;3569;11%;
Sex;10/fev;região I;C;1;2.836.322;35.144;175.243;2749;11%;
Sáb;11/fev;região I;C;1;1.745.209;21.925;121.709;1756;10%;
Dom;12/fev;região I;C;1;1.582.270;20.101;98.574;1579;11%;
Seg;13/fev;região I;C;1;2.310.846;31.058;155.656;2468;10%;
Ter;14/fev;região I;C;1;2.720.389;35.942;175.376;2784;10%;
Qua;15/fev;região I;C;1;4.058.251;50.494;259.219;3.985;9%;
Qui;16/fev;região I;C;1;3.023.706;38.307;198.265;2911;9%;
Sex;17/fev;região I;C;1;2.848.921;33.596;192.287;2660;9%;
Sáb;18/fev;região I;C;1;1.863.397;24.704;120.999;1836;8%;
Dom;19/fev;região I;C;1;1.860.621;21.610;118.203;1763;8%;
Seg;20/fev;região I;C;1;2.922.979;36.709;192.308;2922;9%;
Ter;21/fev;região I;C;1;2.599.656;34.309;175.135;2556;9%;
Qua;22/fev;região I;C;1;2.461.502;33.108;159.846;2499;8%;
Qui;23/fev;região I;C;1;1.737.601;23.866;116.694;1852;8%;
Sex;24/fev;região I;C;1;2.054.660;27.394;136.722;2067;9%;
Sáb;25/fev;região I;C;1;1.228.292;15.733;88.216;1328;8%;
Dom;26/fev;região I;C;1;1.213.176;14.881;77.904;1244;9%;
Seg;27/fev;região I;C;1;2.381.020;29.299;163.945;2318;9%;
Ter;28/fev;região I;C;1;2.241.484;28.464;149.535;2160;9%;
Qua;01/mar;região I;C;1;3.219.336;39.182;226.849;2984;8%;
Qui;02/mar;região I;C;1;3.072.762;36.906;201.818;2757;9%;
Sex;03/mar;região I;C;1;1.867.418;25.889;129.738;1937;7%;
Sáb;04/mar;região I;C;1;1.255.268;16.934;86.069;1263;8%;
Dom;05/mar;região I;C;1;989.356;13.004;68.036;993;8%;
Seg;06/mar;região I;C;1;1.600.033;19.763;97.682;1355;10%;
Ter;07/mar;região I;C;1;2.168.728;25.857;139.164;1852;10%;
Qua;08/mar;região I;C;1;1.993.778;23.859;135.444;1729;9%;
Qui;09/mar;região I;C;1;2.909.517;34.755;181.358;2318;10%;
Sex;10/mar;região I;C;1;2.059.122;24.004;139.858;1629;10%;
Sáb;11/mar;região I;C;1;1.582.756;18.637;100.960;1348;10%;
Dom;12/mar;região I;C;1;1.658.555;20.929;111.021;1417;9%;
Seg;13/mar;região I;C;1;3.434.170;42.567;277.078;2991;5%;
Qui;05/jan;Região II;C;1;1.245.988;17.270;43.636;1040;2%;
Sex;06/jan;Região II;C;1;501.917;7.465;16.713;489;9%;
Sáb;07/jan;Região II;C;1;468.064;6.593;15.868;435;11%;
Dom;08/jan;Região II;C;1;505.424;8.438;17.519;493;9%;
Seg;09/jan;Região II;C;1;665.350;8.985;23.023;601;11%;
Ter;10/jan;Região II;C;1;979.742;13.883;34.553;886;7%;
Qua;11/jan;Região II;C;1;1.211.788;18.700;43.603;1143;5%;
Qui;12/jan;Região II;C;1;1.140.673;17.105;39.308;1151;6%;
Sex;13/jan;Região II;C;1;793.480;10.194;28.688;643;4%;
Sáb;14/jan;Região II;C;1;560.492;7.135;18.869;431;6%;
Dom;15/jan;Região II;C;1;611.660;8.331;20.612;516;7%;
Seg;16/jan;Região II;C;1;822.583;12.630;29.647;774;8%;
Ter;17/jan;Região II;C;1;975.192;13.448;36.336;893;7%;
Qua;18/jan;Região II;C;1;810.026;12.110;31.028;812;9%;
Qui;19/jan;Região II;C;1;610.218;8.707;22.924;566;6%;
Sex;20/jan;Região II;C;1;1.266.536;17.790;44.768;1159;8%;
Sáb;21/jan;Região II;C;1;765.545;10.286;26.874;678;7%;
Dom;22/jan;Região II;C;1;690.013;9.302;24.624;631;8%;
Seg;23/jan;Região II;C;1;1.021.348;15.076;35.600;916;11%;
Ter;24/jan;Região II;C;1;1.238.252;15.525;44.163;928;9%;
Qua;25/jan;Região II;C;1;1.672.403;19.880;60.243;1247;8%;
Qui;26/jan;Região II;C;1;1.297.823;15.959;47.048;1016;6%;
Sex;27/jan;Região II;C;1;1.049.700;13.586;40.542;959;6%;
Sáb;28/jan;Região II;C;1;735.078;9.036;27.376;616;7%;
Dom;29/jan;Região II;C;1;710.536;9.335;28.034;624;6%;
Seg;30/jan;Região II;C;1;1.077.945;14.635;42.112;982;6%;
Ter;31/jan;Região II;C;1;808.018;10.618;29.451;762;9%;
Qua;01/fev;Região II;C;1;1.278.185;16.747;47.985;1128;7%;
Qui;02/fev;Região II;C;1;1.144.046;15.266;44.281;1093;7%;
Sex;03/fev;Região II;C;1;963.844;13.491;38.017;882;6%;
Sáb;04/fev;Região II;C;1;297.802;4.466;11.753;285;11%;
Dom;05/fev;Região II;C;1;420.017;5.444;16.104;347;12%;
Seg;06/fev;Região II;C;1;924.581;13.135;37.297;843;12%;
Ter;07/fev;Região II;C;1;771.822;11.667;29.587;789;11%;
Qua;08/fev;Região II;C;1;1.014.815;13.399;37.433;909;11%;
Qui;09/fev;Região II;C;1;1.404.943;12.895;52.271;1197;11%;
Sex;10/fev;Região II;C;1;943.046;12.554;35.899;847;11%;
Sáb;11/fev;Região II;C;1;526.137;7.494;20.773;520;10%;
Dom;12/fev;Região II;C;1;727.891;10.174;28.018;697;11%;
Seg;13/fev;Região II;C;1;879.596;12.497;35.363;870;11%;
Ter;14/fev;Região II;C;1;1.074.485;15.359;41.949;1082;10%;
Qua;15/fev;Região II;C;1;1.393.617;20.264;55.302;1297;9%;
Qui;16/fev;Região II;C;1;1.256.294;17.740;51.922;1086;10%;
Sex;17/fev;Região II;C;1;1.049.505;14.539;44.944;982;8%;
Sáb;18/fev;Região II;C;1;619.296;9.211;24.838;601;9%;
Dom;19/fev;Região II;C;1;677.845;9.576;29.587;658;7%;
Seg;20/fev;Região II;C;1;1.102.210;16.210;44.525;1105;10%;
Ter;21/fev;Região II;C;1;1.010.132;14.846;43.145;939;11%;
Qua;22/fev;Região II;C;1;857.927;13.730;35.673;832;10%;
Qui;23/fev;Região II;C;1;614.092;8.010;26.916;558;11%;
Sex;24/fev;Região II;C;1;722.524;10.891;30.714;712;10%;
Sáb;25/fev;Região II;C;1;612.390;8.710;24.168;554;11%;
Dom;26/fev;Região II;C;1;441.634;6.266;17.128;431;10%;
Seg;27/fev;Região II;C;1;770.951;11.699;32.900;735;11%;
Ter;28/fev;Região II;C;1;1.042.918;13.093;43.682;901;12%;
Qua;01/mar;Região II;C;1;1.240.051;16.255;50.509;1090;11%;
Qui;02/mar;Região II;C;1;1.021.699;13.643;45.613;874;11%;
Sex;03/mar;Região II;C;1;661.429;10.071;27.799;651;10%;
Sáb;04/mar;Região II;C;1;342.090;5.208;14.776;316;10%;
Dom;05/mar;Região II;C;1;319.190;4.553;13.052;308;11%;
Seg;06/mar;Região II;C;1;504.589;6.490;24.301;412;12%;
Ter;07/mar;Região II;C;1;839.872;10.440;33.975;662;12%;
Qua;08/mar;Região II;C;1;843.496;10.897;35.800;689;11%;
Qui;09/mar;Região II;C;1;959.546;12.188;37.366;793;10%;
Sex;10/mar;Região II;C;1;825.502;10.272;31.562;585;12%;
Sáb;11/mar;Região II;C;1;590.169;7.958;21.909;416;11%;
Dom;12/mar;Região II;C;1;654.476;8.439;36.280;531;9%;
Seg;13/mar;Região II;C;1;1.325.492;17.681;104.881;1124;6%;
Qui;05/jan;Região III;C;1;1.189.422;24.389;99.757;1001;2%;
Sex;06/jan;Região III;C;1;577.449;12.848;58.642;562;8%;
Sáb;07/jan;Região III;C;1;498.946;10.873;41.262;454;8%;
Dom;08/jan;Região III;C;1;332.726;8.478;31.505;331;9%;
Seg;09/jan;Região III;C;1;573.521;18.361;45.028;497;10%;
Ter;10/jan;Região III;C;1;810.517;17.626;71.007;766;7%;
Qua;11/jan;Região III;C;1;1.197.317;30.549;111.818;1140;5%;
Qui;12/jan;Região III;C;1;896.543;20.533;76.541;816;5%;
Sex;13/jan;Região III;C;1;603.040;15.585;42.829;539;3%;
Sáb;14/jan;Região III;C;1;604.226;12.869;49.627;593;4%;
Dom;15/jan;Região III;C;1;411.507;11.487;33.576;354;7%;
Seg;16/jan;Região III;C;1;659.258;21.466;58.594;624;6%;
Ter;17/jan;Região III;C;1;768.343;18.781;61.675;674;7%;
Qua;18/jan;Região III;C;1;742.905;19.109;65.199;708;7%;
Qui;19/jan;Região III;C;1;695.596;18.253;58.288;666;6%;
Sex;20/jan;Região III;C;1;903.940;22.002;87.766;847;6%;
Sáb;21/jan;Região III;C;1;864.210;19.873;87.748;782;5%;
Dom;22/jan;Região III;C;1;623.231;15.641;64.237;578;7%;
Seg;23/jan;Região III;C;1;772.548;18.513;82.504;735;9%;
Ter;24/jan;Região III;C;1;846.700;18.764;82.484;728;5%;
Qua;25/jan;Região III;C;1;935.194;21.990;89.773;824;4%;
Qui;26/jan;Região III;C;1;802.450;15.154;85.404;670;2%;
Sex;27/jan;Região III;C;1;793.471;18.148;85.740;689;2%;
Sáb;28/jan;Região III;C;1;589.306;12.624;53.011;489;3%;
Dom;29/jan;Região III;C;1;471.887;10.974;55.317;431;2%;
Seg;30/jan;Região III;C;1;943.057;18.552;109.511;820;3%;
Ter;31/jan;Região III;C;1;607.011;12.464;59.528;551;7%;
Qua;01/fev;Região III;C;1;813.001;15.924;69.949;774;4%;
Qui;02/fev;Região III;C;1;962.109;22.027;80.362;909;4%;
Sex;03/fev;Região III;C;1;851.388;19.048;73.565;747;3%;
Sáb;04/fev;Região III;C;1;382.970;7.114;35.765;343;10%;
Dom;05/fev;Região III;C;1;296.400;5.526;23.004;273;10%;
Seg;06/fev;Região III;C;1;683.185;15.658;62.484;666;9%;
Ter;07/fev;Região III;C;1;654.998;14.704;51.716;578;10%;
Qua;08/fev;Região III;C;1;752.035;19.032;59.228;705;9%;
Qui;09/fev;Região III;C;1;1.124.798;24.216;86.333;1070;8%;
Sex;10/fev;Região III;C;1;1.018.344;22.648;76.515;982;8%;
Sáb;11/fev;Região III;C;1;791.775;17.695;60.745;762;9%;
Dom;12/fev;Região III;C;1;603.154;12.478;41.831;574;8%;
Seg;13/fev;Região III;C;1;806.769;19.036;66.757;835;9%;
Ter;14/fev;Região III;C;1;1.038.542;23.024;82.271;1113;7%;
Qua;15/fev;Região III;C;1;1.629.283;33.759;110.240;1398;7%;
Qui;16/fev;Região III;C;1;1.117.828;22.306;79.061;1020;6%;
Sex;17/fev;Região III;C;1;958.081;20.464;65.818;878;7%;
Sáb;18/fev;Região III;C;1;840.849;19.899;58.160;824;8%;
Dom;19/fev;Região III;C;1;683.005;19.084;57.404;670;6%;
Seg;20/fev;Região III;C;1;978.098;26.190;70.680;920;7%;
Ter;21/fev;Região III;C;1;897.928;22.530;66.099;947;6%;
Qua;22/fev;Região III;C;1;863.929;23.219;63.844;966;6%;
Qui;23/fev;Região III;C;1;533.763;15.165;44.197;531;8%;
Sex;24/fev;Região III;C;1;607.598;18.537;44.256;597;9%;
Sáb;25/fev;Região III;C;1;472.784;11.510;36.254;431;9%;
Dom;26/fev;Região III;C;1;343.169;7.490;23.857;296;10%;
Seg;27/fev;Região III;C;1;596.883;18.955;44.837;508;11%;
Ter;28/fev;Região III;C;1;757.241;14.766;53.645;670;10%;
Qua;01/mar;Região III;C;1;771.469;21.004;57.591;666;9%;
Qui;02/mar;Região III;C;1;708.179;18.216;48.954;601;9%;
Sex;03/mar;Região III;C;1;557.092;16.180;40.802;477;9%;
Sáb;04/mar;Região III;C;1;456.897;12.487;33.646;443;8%;
Dom;05/mar;Região III;C;1;307.995;7.663;21.721;239;10%;
Seg;06/mar;Região III;C;1;255.674;7.789;17.596;208;9%;
Ter;07/mar;Região III;C;1;522.960;12.376;38.379;427;10%;
Qua;08/mar;Região III;C;1;455.204;11.078;28.360;339;10%;
Qui;09/mar;Região III;C;1;764.703;23.299;52.318;620;10%;
Sex;10/mar;Região III;C;1;579.509;14.060;31.582;416;9%;
Sáb;11/mar;Região III;C;1;479.025;11.230;29.807;366;10%;
Dom;12/mar;Região III;C;1;381.960;9.857;30.727;323;9%;
Seg;13/mar;Região III;C;1;1.181.570;23.714;131.354;986;4%;
Qui;05/jan;Região IV;C;1;208.918;11.016;9.118;139;3%;
Sex;06/jan;Região IV;C;1;152.183;6.099;4.869;65;10%;
Sáb;07/jan;Região IV;C;1;65.235;3.441;2.704;42;12%;
Dom;08/jan;Região IV;C;1;25.262;1.951;1.882;27;6%;
Seg;09/jan;Região IV;C;1;77.832;4.938;4.689;73;17%;
Ter;10/jan;Região IV;C;1;178.838;9.630;7.438;127;9%;
Qua;11/jan;Região IV;C;1;163.013;10.483;8.724;139;6%;
Qui;12/jan;Região IV;C;1;201.512;10.558;8.317;135;4%;
Sex;13/jan;Região IV;C;1;148.616;7.276;5.686;96;3%;
Sáb;14/jan;Região IV;C;1;90.703;4.040;3.046;46;8%;
Dom;15/jan;Região IV;C;1;73.468;3.983;4.372;54;6%;
Seg;16/jan;Região IV;C;1;139.281;8.345;7.124;119;5%;
Ter;17/jan;Região IV;C;1;154.286;9.414;7.992;127;7%;
Qua;18/jan;Região IV;C;1;126.475;8.080;6.596;127;2%;
Qui;19/jan;Região IV;C;1;79.460;4.044;3.287;46;4%;
Sex;20/jan;Região IV;C;1;158.927;8.795;7.504;119;8%;
Sáb;21/jan;Região IV;C;1;126.510;5.769;5.414;85;5%;
Dom;22/jan;Região IV;C;1;109.908;4.853;6.466;96;10%;
Seg;23/jan;Região IV;C;1;176.811;8.460;9.697;154;12%;
Ter;24/jan;Região IV;C;1;178.192;8.411;7.842;119;10%;
Qua;25/jan;Região IV;C;1;320.262;15.056;12.641;212;9%;
Qui;26/jan;Região IV;C;1;225.899;12.192;11.856;177;7%;
Sex;27/jan;Região IV;C;1;143.324;8.004;6.364;123;5%;
Sáb;28/jan;Região IV;C;1;133.919;7.036;5.741;96;8%;
Dom;29/jan;Região IV;C;1;124.295;6.330;6.048;89;9%;
Seg;30/jan;Região IV;C;1;210.507;10.704;8.141;146;10%;
Ter;31/jan;Região IV;C;1;125.425;6.616;6.858;100;10%;
Qua;01/fev;Região IV;C;1;243.001;13.242;10.367;189;10%;
Qui;02/fev;Região IV;C;1;160.897;7.874;6.804;116;9%;
Sex;03/fev;Região IV;C;1;181.364;9.876;7.631;146;8%;
Sáb;04/fev;Região IV;C;1;66.780;3.303;2.638;46;13%;
Dom;05/fev;Região IV;C;1;22.801;1.663;1.419;23;10%;
Seg;06/fev;Região IV;C;1;97.633;5.836;4.702;77;10%;
Ter;07/fev;Região IV;C;1;84.826;4.474;3.964;62;13%;
Qua;08/fev;Região IV;C;1;136.939;7.993;7.375;104;13%;
Qui;09/fev;Região IV;C;1;301.903;15.546;14.566;204;12%;
Sex;10/fev;Região IV;C;1;217.053;11.062;10.032;177;12%;
Sáb;11/fev;Região IV;C;1;94.443;5.228;5.012;77;11%;
Dom;12/fev;Região IV;C;1;78.373;3.916;3.687;42;13%;
Seg;13/fev;Região IV;C;1;154.908;9.270;9.108;116;14%;
Ter;14/fev;Região IV;C;1;164.181;8.636;7.493;154;13%;
Qua;15/fev;Região IV;C;1;271.432;15.377;14.066;204;11%;
Qui;16/fev;Região IV;C;1;139.238;9.247;8.602;135;8%;
Sex;17/fev;Região IV;C;1;210.387;11.308;10.075;166;10%;
Sáb;18/fev;Região IV;C;1;64.746;3.718;3.153;46;8%;
Dom;19/fev;Região IV;C;1;68.622;3.915;3.738;58;11%;
Seg;20/fev;Região IV;C;1;127.262;8.081;7.495;119;9%;
Ter;21/fev;Região IV;C;1;116.784;5.948;6.706;81;15%;
Qua;22/fev;Região IV;C;1;125.498;7.616;8.610;119;8%;
Qui;23/fev;Região IV;C;1;122.551;6.601;6.169;135;10%;
Sex;24/fev;Região IV;C;1;90.153;5.485;5.040;69;12%;
Sáb;25/fev;Região IV;C;1;54.794;3.282;3.175;42;12%;
Dom;26/fev;Região IV;C;1;73.645;5.283;5.372;69;11%;
Seg;27/fev;Região IV;C;1;112.015;7.024;6.426;96;13%;
Ter;28/fev;Região IV;C;1;154.830;8.037;7.635;108;9%;
Qua;01/mar;Região IV;C;1;258.005;14.104;13.551;196;11%;
Qui;02/mar;Região IV;C;1;181.591;9.211;8.223;112;12%;
Sex;03/mar;Região IV;C;1;71.730;3.965;4.445;73;7%;
Sáb;04/mar;Região IV;C;1;56.281;3.185;3.079;50;10%;
Dom;05/mar;Região IV;C;1;70.777;3.580;2.913;42;13%;
Seg;06/mar;Região IV;C;1;133.868;6.082;5.154;81;13%;
Ter;07/mar;Região IV;C;1;91.981;4.840;4.649;81;13%;
Qua;08/mar;Região IV;C;1;132.690;7.762;6.847;100;11%;
Qui;09/mar;Região IV;C;1;227.629;9.967;9.595;104;15%;
Sex;10/mar;Região IV;C;1;103.245;4.716;4.888;62;14%;
Sáb;11/mar;Região IV;C;1;84.520;4.382;4.324;62;4%;
Dom;12/mar;Região IV;C;1;53.367;2.776;3.176;39;13%;
Seg;13/mar;Região IV;C;1;141.734;9.511;7.555;92;8%;
Qui;05/jan;Região V;C;1;194.356;14.186;18.422;139;1%;
Sex;06/jan;Região V;C;1;92.141;7.553;10.381;77;11%;
Sáb;07/jan;Região V;C;1;111.964;7.266;10.287;85;8%;
Dom;08/jan;Região V;C;1;60.107;5.059;5.564;58;10%;
Seg;09/jan;Região V;C;1;148.401;10.035;12.878;92;12%;
Ter;10/jan;Região V;C;1;192.083;14.774;17.445;150;6%;
Qua;11/jan;Região V;C;1;211.460;17.574;21.906;185;5%;
Qui;12/jan;Região V;C;1;143.523;9.491;11.599;100;3%;
Sex;13/jan;Região V;C;1;140.012;9.787;12.815;96;5%;
Sáb;14/jan;Região V;C;1;126.043;8.431;10.254;89;2%;
Dom;15/jan;Região V;C;1;53.998;4.692;6.414;42;8%;
Seg;16/jan;Região V;C;1;175.274;12.756;17.095;131;4%;
Ter;17/jan;Região V;C;1;144.807;11.627;16.308;116;6%;
Qua;18/jan;Região V;C;1;136.293;10.295;14.301;96;2%;
Qui;19/jan;Região V;C;1;48.908;4.125;5.362;46;5%;
Sex;20/jan;Região V;C;1;171.216;13.358;16.227;135;5%;
Sáb;21/jan;Região V;C;1;184.132;11.288;17.672;150;5%;
Dom;22/jan;Região V;C;1;129.390;7.483;14.108;112;9%;
Seg;23/jan;Região V;C;1;160.300;9.421;14.597;139;11%;
Ter;24/jan;Região V;C;1;178.807;11.619;21.013;181;9%;
Qua;25/jan;Região V;C;1;254.528;18.382;21.003;177;7%;
Qui;26/jan;Região V;C;1;176.326;12.118;15.772;131;7%;
Sex;27/jan;Região V;C;1;158.671;11.846;14.088;119;6%;
Sáb;28/jan;Região V;C;1;152.194;12.033;12.885;131;6%;
Dom;29/jan;Região V;C;1;79.133;5.939;8.739;65;6%;
Seg;30/jan;Região V;C;1;138.477;9.338;12.744;116;6%;
Ter;31/jan;Região V;C;1;210.835;12.061;19.535;166;9%;
Qua;01/fev;Região V;C;1;171.700;11.539;14.087;127;4%;
Qui;02/fev;Região V;C;1;172.757;12.340;17.068;123;6%;
Sex;03/fev;Região V;C;1;103.046;6.559;10.196;77;4%;
Sáb;04/fev;Região V;C;1;78.785;5.291;6.239;54;11%;
Dom;05/fev;Região V;C;1;12.604;750;632;8;13%;
Seg;06/fev;Região V;C;1;79.464;6.138;9.454;73;11%;
Ter;07/fev;Região V;C;1;93.121;7.094;10.736;89;10%;
Qua;08/fev;Região V;C;1;153.708;10.994;13.757;127;13%;
Qui;09/fev;Região V;C;1;88.709;6.688;8.619;89;7%;
Sex;10/fev;Região V;C;1;173.019;12.455;13.799;142;11%;
Sáb;11/fev;Região V;C;1;131.517;9.782;11.247;104;11%;
Dom;12/fev;Região V;C;1;80.625;4.859;7.022;58;14%;
Seg;13/fev;Região V;C;1;129.207;9.923;11.686;104;12%;
Ter;14/fev;Região V;C;1;89.058;7.141;7.864;96;8%;
Qua;15/fev;Região V;C;1;197.703;15.362;17.817;162;9%;
Qui;16/fev;Região V;C;1;212.555;15.447;21.269;166;8%;
Sex;17/fev;Região V;C;1;226.541;16.263;20.765;177;8%;
Sáb;18/fev;Região V;C;1;162.587;10.542;11.898;119;5%;
Dom;19/fev;Região V;C;1;71.436;4.310;4.510;42;8%;
Seg;20/fev;Região V;C;1;201.666;16.708;19.065;169;9%;
Ter;21/fev;Região V;C;1;193.367;15.209;18.205;189;6%;
Qua;22/fev;Região V;C;1;114.672;9.336;11.264;116;6%;
Qui;23/fev;Região V;C;1;53.119;4.417;5.740;50;11%;
Sex;24/fev;Região V;C;1;156.706;12.725;17.931;142;12%;
Sáb;25/fev;Região V;C;1;64.936;6.397;5.777;58;11%;
Dom;26/fev;Região V;C;1;31.627;2.561;2.658;31;5%;
Seg;27/fev;Região V;C;1;126.929;8.764;10.199;81;14%;
Ter;28/fev;Região V;C;1;72.560;4.731;6.138;54;12%;
Qua;01/mar;Região V;C;1;101.167;8.318;8.627;81;8%;
Qui;02/mar;Região V;C;1;126.675;8.564;10.213;96;12%;
Sex;03/mar;Região V;C;1;126.951;9.355;13.157;100;11%;
Sáb;04/mar;Região V;C;1;71.786;4.749;4.976;46;14%;
Dom;05/mar;Região V;C;1;47.749;3.766;5.157;42;9%;
Seg;06/mar;Região V;C;1;84.351;5.668;6.787;62;11%;
Ter;07/mar;Região V;C;1;161.099;12.105;13.312;104;13%;
Qua;08/mar;Região V;C;1;162.132;12.236;13.568;119;12%;
Qui;09/mar;Região V;C;1;102.115;8.020;12.995;73;12%;
Sex;10/mar;Região V;C;1;104.732;7.419;10.648;73;11%;
Sáb;11/mar;Região V;C;1;95.133;5.963;10.407;62;11%;
Dom;12/mar;Região V;C;1;64.432;4.725;6.533;42;10%;
Seg;13/mar;Região V;C;1;152.771;12.883;17.321;116;8%;
Qui;05/jan;região I;C;2;208.644;2.359;12.916;189;1%;
Sex;06/jan;região I;C;2;119.037;1.316;6.538;112;8%;
Sáb;07/jan;região I;C;2;114.516;1.274;7.294;119;9%;
Dom;08/jan;região I;C;2;57.261;1.029;3.398;69;5%;
Seg;09/jan;região I;C;2;87.442;1.405;6.078;89;8%;
Ter;10/jan;região I;C;2;110.470;1.395;7.758;112;2%;
Qua;11/jan;região I;C;2;169.863;2.004;11.875;162;1%;
Qui;12/jan;região I;C;2;180.538;2.158;11.293;162;0%;
Sex;13/jan;região I;C;2;164.551;2.628;16.317;158;2%;
Sáb;14/jan;região I;C;2;143.767;1.840;7.452;108;2%;
Dom;15/jan;região I;C;2;119.832;2.167;6.175;89;5%;
Seg;16/jan;região I;C;2;108.323;1.725;7.027;100;1%;
Ter;17/jan;região I;C;2;161.934;2.157;11.292;139;1%;
Qua;18/jan;região I;C;2;123.487;1.851;8.527;108;3%;
Qui;19/jan;região I;C;2;196.784;4.680;13.505;200;4%;
Sex;20/jan;região I;C;2;176.295;2.142;10.056;166;7%;
Sáb;21/jan;região I;C;2;212.645;3.094;12.349;185;4%;
Dom;22/jan;região I;C;2;158.509;1.693;9.767;135;7%;
Seg;23/jan;região I;C;2;146.533;1.576;9.405;131;9%;
Ter;24/jan;região I;C;2;184.661;2.888;12.752;139;6%;
Qua;25/jan;região I;C;2;326.931;3.732;20.311;289;4%;
Qui;26/jan;região I;C;2;318.779;3.070;19.982;258;2%;
Sex;27/jan;região I;C;2;275.808;3.781;17.170;258;2%;
Sáb;28/jan;região I;C;2;302.087;3.151;17.008;246;4%;
